2022-08-24 23:00:00+00,2022,8,24,23,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,27985.916,236.79,223.24,218.69,180
2022-08-24 22:00:00+00,2022,8,24,22,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,30059.834,220.78,236.79,223.24,201.27
2022-08-24 21:00:00+00,2022,8,24,21,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,31695.916,204.86,220.78,236.79,209.26
2022-08-24 20:00:00+00,2022,8,24,20,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,30829.084,148,204.86,220.78,203.12
2022-08-24 19:00:00+00,2022,8,24,19,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,31243.5,143.98,148,204.86,155.36
2022-08-24 18:00:00+00,2022,8,24,18,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,31622.75,140.07,143.98,148,145.99
2022-08-24 17:00:00+00,2022,8,24,17,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,31839.584,140.35,140.07,143.98,133.1
2022-08-24 16:00:00+00,2022,8,24,16,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,31876.166,150,140.35,140.07,133.1
2022-08-24 15:00:00+00,2022,8,24,15,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,32086,160.6,150,140.35,140.35
2022-08-24 14:00:00+00,2022,8,24,14,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,32795.75,148.5,160.6,150,143.1
2022-08-24 13:00:00+00,2022,8,24,13,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,32651.166,147.6,148.5,160.6,150
2022-08-24 12:00:00+00,2022,8,24,12,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,31859.75,151.17,147.6,148.5,140.35
2022-08-24 11:00:00+00,2022,8,24,11,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,30814.084,200.99,151.17,147.6,140.35
2022-08-24 10:00:00+00,2022,8,24,10,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,30000.5,208.14,200.99,151.17,154
2022-08-24 09:00:00+00,2022,8,24,9,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,28777.5,207.74,208.14,200.99,191.23
2022-08-24 08:00:00+00,2022,8,24,8,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,27268.334,183.91,207.74,208.14,180.83
2022-08-24 07:00:00+00,2022,8,24,7,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,26295.5,200,183.91,207.74,180.33
2022-08-24 06:00:00+00,2022,8,24,6,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,24682.834,208.01,200,183.91,152
2022-08-24 05:00:00+00,2022,8,24,5,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,23188.334,208.23,208.01,200,143.98
2022-08-24 04:00:00+00,2022,8,24,4,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,23066.584,210.06,208.23,208.01,148.1
2022-08-24 03:00:00+00,2022,8,24,3,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,23388.25,209.56,210.06,208.23,151
2022-08-24 02:00:00+00,2022,8,24,2,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,23991.916,215.58,209.56,210.06,152
2022-08-24 01:00:00+00,2022,8,24,1,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,24990.5,217.97,215.58,209.56,155
2022-08-24 00:00:00+00,2022,8,24,0,2,f,37140.6,101921.336,93752.93,165951,28097.3,7562.884,330294.7,26366.584,239.18,217.97,215.58,201.27
